HASH3,serror_rate,dst_host_srv_count,duration,num_compromised,icmp,srv_count,udp,dst_host_diff_srv_rate,dst_host_same_srv_rate,dst_host_serror_rate,wrong_fragment,dst_host_rerror_rate,dst_host_srv_diff_host_rate,dst_host_same_src_port_rate,count,dst_bytes,HASH5,num_file_creations,src_bytes,CATEGORY
-1.0,0.0,0.8897637795275591,0,0.0,1,1.0,0,0.01,0.89,0.0,0.0,0.02,0.0,0.89,1.0,0.0,1.0,0.0,1.642641234675367e-05,DDOS
-1.0,0.0,0.6023622047244095,0,0.0,1,0.0039215686274509,0,0.5,0.75,0.25,0.3333333333333333,0.0,0.02,0.75,0.0,0.0,1.0,0.0,2.355725801666224e-05,DDOS
0.0,0.0,0.0,0,0.0,0,0.0,0,0.61,0.0,0.0,0.0,0.6,0.0,0.6,0.0019607843137254,0.0,0.0,0.0,0.0,PROBE
0.0,0.0,0.0039370078740157,0,0.0,0,0.0,0,1.0,0.02,0.0,0.0,0.95,1.0,0.02,0.0,0.0,-2.0,0.0,0.0,PROBE
1.0,0.0,0.0078740157480314,0,0.0,0,0.0039215686274509,0,0.07,0.01,0.0,0.0,1.0,0.0,0.0,0.2117647058823529,0.0,-1.0,0.0,0.0,DDOS
0.0,0.0,0.0824698887189627,0,0.0,0,0.0,0,0.2739300136743459,0.4800526482653834,0.0,0.0,0.0332455862243609,0.039894703469233,0.4800526482653834,0.0,0.0,-1.0,0.0,1.3845743172959284e-05,U2R
-1.0,0.0,0.2952755905511811,0,0.0,1,0.0529411764705882,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
0.0,0.0,1.0,3,0.0,0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.803909945712008e-05,0.0,0.0,4.775119868242346e-07,R2L
0.0,0.0,0.5393700787401575,0,0.0,0,0.0725490196078431,1,0.46,0.54,0.09,1.0,0.37,0.0,0.54,0.0725490196078431,0.0,0.0,0.0,4.456778543692856e-07,DDOS
0.0,0.0,0.0003483956773697,0,0.0,0,0.0001735147099057,1,0.2308849250205192,0.0008849250205191,0.0,0.0,0.0,0.0,1.0,0.0013881176792457,0.0,0.0,0.0,1.5917066227474487e-08,PROBE
1.0,0.0,0.0050103307115493,31,0.0016522666711123,0,0.0,0,0.0272624000733533,0.7546383993398196,0.0,0.0,0.0,0.0,0.3718667196552391,0.0,0.0002756421663733,-1.0,0.0509049600293413,2.4453399039313616e-06,U2R
-1.0,0.0,0.0157480314960629,0,0.0,1,0.0039215686274509,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0039215686274509,0.0,1.0,0.0,1.273365298197959e-07,PROBE
0.0,0.0,0.1417322834645669,0,0.0,0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.08,1.0,0.0,0.0,-1.0,0.0,5.316300119976479e-06,R2L
0.0,0.0,0.9960629921259844,0,0.0,0,0.0039215686274509,1,0.01,1.0,0.0,0.0,0.0,0.0,0.02,0.0039215686274509,0.0,0.0,0.0,7.48102112691301e-07,R2L
1.0,0.0,1.0,0,0.0,0,0.0,0,0.0,1.0,0.01,0.0,0.02,0.0,0.0,0.0,3.375057317783759e-05,-1.0,0.0,2.0214674108892603e-06,R2L
1.0,0.0,0.3307086614173229,0,0.0,0,0.0352941176470588,0,0.62,0.38,0.0,0.0,0.62,0.04,0.12,0.0,0.0,-1.0,0.0,0.0,PROBE
1.0,0.0,0.9960629921259844,0,0.0,0,0.296078431372549,1,0.01,1.0,0.0,0.0,0.0,0.0,0.0,0.296078431372549,2.5409914289061632e-05,0.0,0.0,7.003509140088775e-07,NORMAL
0.0,0.5,1.0,0,0.0,0,0.0509803921568627,0,0.0,1.0,0.06,0.0,0.0,0.03,0.06,0.0019607843137254,9.07774037197011e-05,-2.0,0.0,3.469920437589438e-06,NORMAL
0.0,0.0,0.7047244094488189,0,0.0,0,0.1549019607843137,1,0.3,0.71,0.09,1.0,0.21,0.0,0.71,0.1549019607843137,0.0,0.0,0.0,4.456778543692856e-07,DDOS
0.0,0.0,0.8937007874015748,0,0.006060606060606,0,0.0039215686274509,0,0.0,1.0,0.0,0.0,0.06,0.0,0.0,0.0039215686274509,0.0016126566977042,-2.0,0.0,0.0008681167920464,DDOS
0.0,0.0,1.0,0,0.0,0,0.0039215686274509,1,0.0,1.0,0.0,0.0,0.0,0.0,0.98,0.0039215686274509,0.0,0.0,0.0,6.685167815539284e-07,R2L
1.0,0.0,1.0,0,0.0,0,0.3098039215686274,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3098039215686274,1.4547660852516202e-05,0.0,0.0,6.685167815539284e-07,NORMAL
0.0,0.0,0.0118110236220472,0,0.0,0,0.0058823529411764,0,0.07,0.02,0.0,0.0,1.0,0.0,0.0,0.4019607843137255,0.0,-1.0,0.0,0.0,DDOS
1.0,0.1300630637239452,0.0436234731326349,366,0.0157931485082838,0,0.0,0,0.6254086809280397,0.1748079904421697,0.0,0.0,0.6216840473369175,0.0,0.0223340614475461,0.038640244718938,0.0008514267466852,-1.0,0.2137246335911221,4.399105198564326e-05,U2R
0.0,1.0,0.0708661417322834,0,0.0,0,0.0352941176470588,0,0.07,0.07,1.0,0.0,0.0,0.0,0.0,0.2666666666666666,0.0,-3.0,0.0,0.0,DDOS
0.0,0.0,0.9763779527559056,0,0.0,0,0.0,1,0.01,0.98,0.0,0.0,0.0,0.0,0.01,0.0,2.8513415270931764e-05,0.0,0.0,1.6712919538848211e-06,R2L
0.0,1.0,0.0669291338582677,0,0.0,0,0.0333333333333333,0,0.05,0.07,1.0,0.0,0.0,0.0,0.0,0.2392156862745098,0.0,1.0,0.0,0.0,DDOS
0.0,0.0,0.0118110236220472,0,0.0,0,0.0019607843137254,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0039215686274509,0.0009725596201935,-1.0,0.0,0.0,U2R
1.0,0.0,0.0589396261596293,72,0.007269171520551,0,0.0,0,0.2941056058396349,0.5802640145990874,0.0,0.0,0.1954250348730988,0.0,0.0880645369019991,0.0,0.0012074685257134,-1.0,0.0,4.98913685841949e-05,U2R
0.0,0.0,0.2030879940831946,0,0.0,0,0.0039215686274509,0,0.0,1.0,0.0,0.0,0.0,0.0123960876242828,1.0,0.0039215686274509,0.0009737234330617,-1.0,0.0,0.0,U2R
0.0,0.0,0.9842519685039368,0,0.0,0,0.0039215686274509,0,0.01,0.98,0.0,0.0,0.0,0.0,0.0,0.0039215686274509,0.0004862798100967,-2.0,0.0,4.870622265607192e-06,NORMAL
0.0,0.0,0.0314960629921259,0,0.0,0,0.0,0,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,4.59706082939512e-05,0.0,0.0,5.730143841890815e-07,R2L
0.0,0.0,0.9960629921259844,0,0.0,0,0.0039215686274509,1,0.01,1.0,0.0,0.0,0.0,0.0,0.01,0.0039215686274509,0.0,0.0,0.0,8.913557087385711e-07,R2L
0.0,0.0,0.968503937007874,0,0.0,0,0.0,1,0.01,0.97,0.0,0.0,0.0,0.0,0.01,0.0,2.831944645956487e-05,0.0,0.0,1.6712919538848211e-06,R2L
0.0,0.0,1.0,0,0.006060606060606,0,0.0,0,0.0,1.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0016126566977042,-2.0,0.0,0.0008681167920464,DDOS
0.0,0.0,0.5433070866141733,0,0.0,0,0.0,1,0.01,0.99,0.0,0.0,0.0,0.0,0.01,0.0,2.8513415270931764e-05,0.0,0.0,1.6712919538848211e-06,R2L
1.0,0.0,0.3689477719878365,142,0.0404120748349527,0,0.0,0,0.020009942608254,0.6998508608761891,0.320159081732065,0.0,0.013339961738836,0.0,0.1665009565290989,0.0,0.0009462871041935,-1.0,0.066679923477672,1.2053426372182464e-05,U2R
0.0,1.0,0.3307086614173229,0,0.0,0,0.0078431372549019,0,0.14,0.33,1.0,0.0,0.0,0.04,0.05,0.0,0.0,0.0,0.0,0.0,PROBE
0.0,0.0,0.1173690392337923,6,0.0,0,0.0,0,0.508826405673304,0.2868459657999119,0.0,0.0,0.0,0.0,0.1662591686365638,0.0,0.0001046445138362,-1.0,0.1198044009455506,2.9411547185911165e-06,U2R
0.0,0.0,0.0,0,0.0,0,0.0,0,0.4,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,2.486245744731515e-05,R2L
1.0,0.0,0.0712218153980014,30,0.000844582267108,0,0.0,0,0.03,0.0783613644443694,0.0,0.0,0.0,0.0,0.0,0.0,0.0002776795424168,-1.0,0.0455742429629129,2.3137264647770835e-06,U2R
1.0,0.0,0.0157480314960629,0,0.0,0,0.0294117647058823,1,0.75,0.5,0.0,0.0,0.0,0.4,0.75,0.0039215686274509,1.939688113668827e-07,0.0,0.0,1.5917066227474487e-08,NORMAL
0.0,0.0,0.0039370078740157,31640,0.0,0,0.0019607843137254,0,0.793528158011788,0.01,0.0,0.0,1.0,0.0,1.0,0.0019607843137254,0.0,0.0,0.0,1.5917066227474487e-08,PROBE
0.0,0.0,1.0,0,0.0,0,0.0411764705882352,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0392156862745098,0.0001505197976207,-2.0,0.0,3.151579113039948e-06,NORMAL
1.0,0.0,0.9094488188976378,0,0.0,0,0.6254901960784314,1,0.01,0.91,0.0,0.0,0.0,0.0,0.0,0.6274509803921569,2.5409914289061632e-05,0.0,0.0,6.84433847781403e-07,NORMAL
0.0,0.0,0.9763779527559056,4,0.0,0,0.0,0,0.01,0.98,0.0,0.0,0.01,0.0,0.0,0.0,1.803909945712008e-05,0.0,0.0,4.775119868242346e-07,R2L
-1.0,0.0,0.2322834645669291,0,0.0,0,0.0058823529411764,0,0.02,0.24,0.0,0.0,0.9,0.03,0.0,0.0019607843137254,8.534627700142838e-06,0.0,0.0,0.0,PROBE
0.0,0.0,0.0118110236220472,0,0.0,0,0.0039215686274509,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0039215686274509,0.0004019033771521,-1.0,0.0,0.0,U2R
-1.0,0.0,0.6023622047244095,0,0.0,1,0.0215686274509803,0,0.0,1.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
0.0,0.0,0.0196850393700787,0,0.0,0,0.0098039215686274,1,0.07,0.08,0.0,0.0,0.0,0.0,0.12,0.0098039215686274,0.0,0.0,0.0,1.5917066227474487e-08,PROBE
1.0,0.0,0.4330708661417323,7955,0.0,0,0.0,0,0.02,0.44,0.54,0.0,0.01,0.0,0.0,0.0,8.534627700142838e-06,-1.0,0.0,0.0,DDOS
0.0,0.0,0.1102362204724409,12,0.0,0,0.0019607843137254,0,0.0,1.0,0.0,0.0,0.0,0.14,1.0,0.0019607843137254,0.0,-1.0,0.0,0.0001121357315725,R2L
-1.0,0.0,0.1299212598425196,0,0.0,1,0.1352941176470588,0,0.0,1.0,0.0,0.0,0.0,0.29,1.0,0.0,0.0,1.0,0.0,3.183413245494897e-07,PROBE
0.6808995267567444,0.0,0.0039370078740157,46,0.0,0,0.0,0,0.0263820094648651,0.01,0.0,0.0,0.4698206734621536,0.0,0.0031910047324325,0.0,0.0003434165665983,-1.0,0.0544719621405395,3.707067978721714e-06,U2R
0.0,0.0,0.9960629921259844,0,0.0,0,0.0,1,0.01,1.0,0.0,0.0,0.0,0.0,0.01,0.0019607843137254,2.831944645956487e-05,0.0,0.0,1.6712919538848211e-06,R2L
0.0,0.0,1.0,0,0.0,0,0.0098039215686274,0,0.0,1.0,0.0,0.0,0.0,0.01,0.03,0.0019607843137254,0.0003427428896852,-2.0,0.0,4.393110278782958e-06,NORMAL
0.0,0.0,0.0,0,0.0,0,0.0,1,0.45,0.0,0.0,0.0,0.13,0.0,0.87,0.2176470588235294,1.939688113668827e-07,0.0,0.0,1.5917066227474487e-08,PROBE
0.0,0.0,0.0,26,0.0,0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.74799339264641e-05,-1.0,0.04,1.8463796823870405e-06,R2L
0.0,0.0,0.0744222387018987,5,0.0,0,0.0,0,0.1094398604911078,0.7413239661119269,0.0,0.0,0.0,0.0,0.0448884902594222,0.0,6.495213329498915e-05,-1.0,0.0406110612824277,1.506903158574195e-06,U2R
