HASH3,serror_rate,dst_host_srv_count,duration,num_compromised,icmp,srv_count,udp,dst_host_diff_srv_rate,dst_host_same_srv_rate,dst_host_serror_rate,wrong_fragment,dst_host_rerror_rate,dst_host_srv_diff_host_rate,dst_host_same_src_port_rate,count,dst_bytes,HASH5,num_file_creations,src_bytes,CATEGORY
0.0,0.0,0.0039370078740157,0,0.0,0,0.0,0,1.0,0.03,0.0,0.0,0.92,1.0,0.03,0.0,0.0,0.0,0.0,0.0,PROBE
-1.0,0.0,0.8031496062992126,0,0.0,1,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.865071920945408e-07,PROBE
0.0,0.0,0.0039370078740157,0,0.0,0,0.0,0,1.0,0.11,0.0,0.0,0.78,1.0,0.11,0.0,0.0,0.0,0.0,0.0,PROBE
-1.0,0.0,0.0354330708661417,0,0.0,1,0.0,0,0.0,1.0,0.0,0.0,0.0,0.3,1.0,0.0,0.0,1.0,0.0,2.865071920945408e-07,PROBE
-1.0,0.0,0.0984251968503937,0,0.0,1,0.0333333333333333,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.3149606299212598,0,0.0,1,0.0941176470588235,0,0.0,1.0,0.0,0.0,0.0,0.51,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.0944881889763779,0,0.0,1,0.0745098039215686,0,0.0,1.0,0.0,0.0,0.0,0.52,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,1.0,0,0.0,1,0.0647058823529411,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.4330708661417323,0,0.0,1,0.0509803921568627,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.1456692913385826,0,0.0,1,0.0176470588235294,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
